segment_id,segment_name,start_city,end_city,length_km,base_travel_time_minutes,road_type
SEG-000272,Gudivada to Pudukkottai via Urban Arterial 99,Gudivada,Pudukkottai,253.28,250,Highway
SEG-000273,Akola to Bangalore via Urban Arterial 4,Akola,Bangalore,370.18,417,Expressway
SEG-000274,Surendranagar Dudhrej to Allahabad via State Highway 81,Surendranagar Dudhrej,Allahabad,429.3,319,Urban Arterial
SEG-000275,Maheshtala to Shivpuri via Highway 86,Maheshtala,Shivpuri,493.03,600,Rural Road
SEG-000276,Bhind to Satna via Expressway 63,Bhind,Satna,331.68,246,Highway
SEG-000277,Bally to Amritsar via Urban Arterial 91,Bally,Amritsar,240.29,257,Urban Arterial
SEG-000278,Salem to Warangal via State Highway 58,Salem,Warangal,12.56,9,Expressway
SEG-000279,Nanded to Amritsar via Expressway 83,Nanded,Amritsar,44.96,71,Expressway
SEG-000280,Hajipur to Bidar via Highway 21,Hajipur,Bidar,172.78,202,Rural Road
SEG-000281,Baranagar to Ajmer via Expressway 94,Baranagar,Ajmer,281.48,413,Highway
SEG-000282,Akola to Jalgaon via Rural Road 73,Akola,Jalgaon,229.44,349,Urban Arterial
SEG-000283,Sagar to Arrah via Highway 21,Sagar,Arrah,425.2,370,Urban Arterial
SEG-000284,Bidhannagar to Gulbarga via Urban Arterial 96,Bidhannagar,Gulbarga,172.27,214,Highway
SEG-000285,Bhalswa Jahangir Pur to Vellore via Highway 53,Bhalswa Jahangir Pur,Vellore,93.25,64,State Highway
SEG-000286,Ghaziabad to Lucknow via Highway 14,Ghaziabad,Lucknow,262.38,183,Urban Arterial
SEG-000287,Hazaribagh to Madanapalle via Urban Arterial 63,Hazaribagh,Madanapalle,202.03,242,Highway
SEG-000288,Suryapet to Jhansi via State Highway 11,Suryapet,Jhansi,171.98,256,Highway
SEG-000289,Anantapuram to Shahjahanpur via State Highway 16,Anantapuram,Shahjahanpur,360.9,531,Highway
SEG-000290,Vadodara to Kota via Urban Arterial 70,Vadodara,Kota,51.42,54,Rural Road
SEG-000291,Bulandshahr to Uluberia via Rural Road 39,Bulandshahr,Uluberia,442.69,388,Urban Arterial
SEG-000292,Kozhikode to Raebareli via Expressway 71,Kozhikode,Raebareli,441.62,315,Rural Road
SEG-000293,Muzaffarnagar to Siwan via Urban Arterial 12,Muzaffarnagar,Siwan,269.42,371,Urban Arterial
SEG-000294,Dhule to Hospet via Urban Arterial 73,Dhule,Hospet,206.31,147,State Highway
SEG-000295,Rajkot to Bongaigaon via State Highway 10,Rajkot,Bongaigaon,477.47,428,Highway
SEG-000296,Kakinada to Navi Mumbai via Urban Arterial 2,Kakinada,Navi Mumbai,483.46,415,Urban Arterial
SEG-000297,Hajipur to Bellary via Urban Arterial 83,Hajipur,Bellary,367.04,310,State Highway
SEG-000298,Warangal to Tinsukia via Highway 81,Warangal,Tinsukia,322.08,468,Expressway
SEG-000299,Chandrapur to Pimpri-Chinchwad via State Highway 58,Chandrapur,Pimpri-Chinchwad,150.35,130,Highway
SEG-000300,Yamunanagar to Srinagar via State Highway 11,Yamunanagar,Srinagar,80.91,75,Urban Arterial
SEG-000301,Latur to Dibrugarh via Urban Arterial 88,Latur,Dibrugarh,16.76,13,Expressway
SEG-000302,Guwahati to Jalna via Rural Road 27,Guwahati,Jalna,248.22,178,Rural Road
SEG-000303,Satara to Ajmer via Urban Arterial 39,Satara,Ajmer,361.66,414,Highway
SEG-000304,Suryapet to Buxar via State Highway 29,Suryapet,Buxar,69.09,63,Rural Road
SEG-000305,Parbhani to Burhanpur via Urban Arterial 63,Parbhani,Burhanpur,231.03,177,Urban Arterial
SEG-000306,Munger to Etawah via Rural Road 65,Munger,Etawah,371.07,530,Rural Road
SEG-000307,Warangal to Pali via State Highway 78,Warangal,Pali,226.52,154,Urban Arterial
SEG-000308,Madurai to Jaipur via Rural Road 59,Madurai,Jaipur,198.4,143,State Highway
SEG-000309,Guna to Delhi via State Highway 67,Guna,Delhi,349.26,263,Highway
SEG-000310,Ambarnath to Bijapur via Highway 18,Ambarnath,Bijapur,151.69,159,Rural Road
SEG-000311,Hubli–Dharwad to Motihari via Highway 1,Hubli–Dharwad,Motihari,175.52,119,Expressway
SEG-000312,Tadepalligudem to Begusarai via Urban Arterial 51,Tadepalligudem,Begusarai,109.6,97,Expressway
SEG-000313,Burhanpur to Fatehpur via State Highway 27,Burhanpur,Fatehpur,467.31,328,Expressway
SEG-000314,Kamarhati to Hosur via Highway 29,Kamarhati,Hosur,301.09,298,Urban Arterial
SEG-000315,Bareilly to Ranchi via Expressway 17,Bareilly,Ranchi,26.87,30,Expressway
SEG-000316,Bareilly to Miryalaguda via Highway 42,Bareilly,Miryalaguda,182.25,185,State Highway
SEG-000317,Mahbubnagar to Morbi via State Highway 31,Mahbubnagar,Morbi,171.34,121,Rural Road
SEG-000318,Madurai to Berhampur via State Highway 79,Madurai,Berhampur,293.44,354,Rural Road
SEG-000319,Raichur to Erode via Highway 95,Raichur,Erode,36.48,27,Urban Arterial
SEG-000320,Bally to Muzaffarnagar via Urban Arterial 35,Bally,Muzaffarnagar,56.16,38,Urban Arterial
SEG-000321,Ongole to Orai via Highway 48,Ongole,Orai,433.69,307,Expressway
SEG-000322,Nizamabad to Jabalpur via Highway 10,Nizamabad,Jabalpur,126.02,122,Expressway
SEG-000323,Sangli-Miraj & Kupwad to Alwar via Highway 91,Sangli-Miraj & Kupwad,Alwar,396.73,314,Rural Road
SEG-000324,Lucknow to Rewa via State Highway 62,Lucknow,Rewa,63.97,99,Highway
SEG-000325,Phusro to Dewas via State Highway 40,Phusro,Dewas,321.77,273,Urban Arterial
SEG-000326,Phagwara to Latur via Highway 84,Phagwara,Latur,150.39,126,State Highway
SEG-000327,Ahmedabad to Kumbakonam via State Highway 28,Ahmedabad,Kumbakonam,47.39,50,Rural Road
SEG-000328,Jalgaon to Kozhikode via Highway 62,Jalgaon,Kozhikode,290.35,345,Expressway
SEG-000329,Kurnool to Karawal Nagar via Highway 82,Kurnool,Karawal Nagar,9.28,7,Rural Road
SEG-000330,Sri Ganganagar to Haldia via Expressway 87,Sri Ganganagar,Haldia,494.14,600,Highway
SEG-000331,Naihati to Panihati via Expressway 98,Naihati,Panihati,415.98,322,Rural Road
SEG-000332,Madurai to Chandigarh via State Highway 61,Madurai,Chandigarh,467.63,359,State Highway
SEG-000333,Coimbatore to Ramgarh via Rural Road 8,Coimbatore,Ramgarh,348.03,237,State Highway
SEG-000334,Sirsa to Phusro via State Highway 83,Sirsa,Phusro,217.16,152,State Highway
SEG-000335,Dharmavaram to Sasaram via State Highway 31,Dharmavaram,Sasaram,240.9,336,Highway
SEG-000336,Fatehpur to Tadipatri via Urban Arterial 52,Fatehpur,Tadipatri,354.43,319,Expressway
SEG-000337,Solapur to Imphal via State Highway 87,Solapur,Imphal,137.79,215,Expressway
SEG-000338,Karawal Nagar to Alappuzha via Urban Arterial 12,Karawal Nagar,Alappuzha,112.31,82,Expressway
SEG-000339,Jammu to Satara via Highway 62,Jammu,Satara,324.52,408,State Highway
SEG-000340,Amravati to Serampore via Rural Road 67,Amravati,Serampore,319.32,214,Urban Arterial
SEG-000341,Tumkur to Muzaffarnagar via Highway 2,Tumkur,Muzaffarnagar,389.3,425,Expressway
SEG-000342,Lucknow to Hyderabad via Highway 18,Lucknow,Hyderabad,466.26,581,State Highway
SEG-000343,Panchkula to Saharanpur via State Highway 18,Panchkula,Saharanpur,25.97,32,Highway
SEG-000344,Sultan Pur Majra to Delhi via Highway 45,Sultan Pur Majra,Delhi,356.7,362,Highway
SEG-000345,Belgaum to Kochi via Highway 39,Belgaum,Kochi,305.19,236,State Highway
SEG-000346,Orai to Silchar via State Highway 28,Orai,Silchar,480.5,579,Rural Road
SEG-000347,Hapur to Bhavnagar via Urban Arterial 13,Hapur,Bhavnagar,162.1,186,State Highway
SEG-000348,Muzaffarpur to Thanjavur via Rural Road 69,Muzaffarpur,Thanjavur,296.67,205,Rural Road
SEG-000349,Deoghar to Bihar Sharif via Highway 70,Deoghar,Bihar Sharif,95.39,139,Expressway
SEG-000350,Sambhal to Aligarh via Rural Road 34,Sambhal,Aligarh,434.44,348,Urban Arterial
SEG-000351,Danapur to Cuttack via State Highway 94,Danapur,Cuttack,257.15,196,Highway
SEG-000352,Pali to Jehanabad via Expressway 45,Pali,Jehanabad,125.7,188,State Highway
SEG-000353,Vijayanagaram to Kalyan-Dombivli via Rural Road 10,Vijayanagaram,Kalyan-Dombivli,350.23,248,Expressway
SEG-000354,Varanasi to Hazaribagh via Urban Arterial 36,Varanasi,Hazaribagh,27.55,21,Urban Arterial
SEG-000355,Khandwa to Phagwara via State Highway 37,Khandwa,Phagwara,134.03,232,Rural Road
SEG-000356,Mau to Davanagere via Expressway 29,Mau,Davanagere,118.92,139,Highway
SEG-000357,South Dumdum to Suryapet via Expressway 20,South Dumdum,Suryapet,458.28,600,Urban Arterial
SEG-000358,Tenali to Unnao via Expressway 75,Tenali,Unnao,352.56,315,Rural Road
SEG-000359,Sri Ganganagar to Junagadh via Expressway 86,Sri Ganganagar,Junagadh,428.73,600,Urban Arterial
SEG-000360,Hazaribagh to Aurangabad via Highway 90,Hazaribagh,Aurangabad,491.17,600,State Highway
SEG-000361,Warangal to Bhimavaram via Urban Arterial 26,Warangal,Bhimavaram,220.28,359,Urban Arterial
SEG-000362,Panchkula to Kharagpur via Highway 6,Panchkula,Kharagpur,344.43,399,Expressway
SEG-000363,Agartala to Gandhidham via Urban Arterial 77,Agartala,Gandhidham,103.63,84,Urban Arterial
SEG-000364,Srikakulam to Miryalaguda via Urban Arterial 57,Srikakulam,Miryalaguda,432.78,600,Urban Arterial
SEG-000365,Yamunanagar to Bhagalpur via Urban Arterial 46,Yamunanagar,Bhagalpur,395.81,333,Highway
SEG-000366,Tadipatri to Bhagalpur via Expressway 3,Tadipatri,Bhagalpur,456.71,360,Expressway
SEG-000367,Jamshedpur to Jalna via Highway 30,Jamshedpur,Jalna,298.35,201,Rural Road
SEG-000368,Vadodara to Tadepalligudem via Highway 83,Vadodara,Tadepalligudem,270.86,412,Rural Road
SEG-000369,Rajkot to Jalna via State Highway 8,Rajkot,Jalna,494.56,425,Expressway
SEG-000370,Karawal Nagar to Patna via Highway 75,Karawal Nagar,Patna,334.73,392,State Highway
SEG-000371,Muzaffarnagar to Allahabad via Rural Road 14,Muzaffarnagar,Allahabad,9.32,13,Rural Road
SEG-000372,Dhanbad to Sasaram via Urban Arterial 41,Dhanbad,Sasaram,30.01,21,Rural Road
SEG-000373,Giridih to Hospet via Expressway 72,Giridih,Hospet,322.66,225,Expressway
SEG-000374,Madanapalle to Hindupur via Rural Road 33,Madanapalle,Hindupur,397.9,526,Expressway
SEG-000375,Asansol to Howrah via Urban Arterial 18,Asansol,Howrah,284.59,243,Urban Arterial
SEG-000376,Tezpur to Bhiwani via Highway 46,Tezpur,Bhiwani,268.67,471,State Highway
SEG-000377,Bhagalpur to Kollam via Rural Road 19,Bhagalpur,Kollam,278.85,256,Expressway
SEG-000378,Sambalpur to Bhilwara via Expressway 18,Sambalpur,Bhilwara,478.04,360,Urban Arterial
SEG-000379,Guna to Vasai-Virar via State Highway 23,Guna,Vasai-Virar,201.0,195,Highway
SEG-000380,Ghaziabad to Dehri via State Highway 61,Ghaziabad,Dehri,201.61,164,Highway
SEG-000381,Tezpur to Motihari via Rural Road 24,Tezpur,Motihari,269.37,381,Expressway
SEG-000382,North Dumdum to Srikakulam via Expressway 97,North Dumdum,Srikakulam,126.7,110,Rural Road
SEG-000383,Katni to Alwar via Expressway 64,Katni,Alwar,16.45,13,Highway
SEG-000384,Silchar to Dhanbad via State Highway 1,Silchar,Dhanbad,122.39,86,Rural Road
SEG-000385,Kota to Jaipur via Highway 39,Kota,Jaipur,420.12,586,State Highway
SEG-000386,Bidhannagar to Etawah via Highway 94,Bidhannagar,Etawah,386.68,315,State Highway
SEG-000387,Guna to Kamarhati via State Highway 9,Guna,Kamarhati,373.12,363,Expressway
SEG-000388,Katihar to Bally via Urban Arterial 55,Katihar,Bally,14.26,14,Highway
SEG-000389,Giridih to Vadodara via Urban Arterial 14,Giridih,Vadodara,495.06,436,Highway
SEG-000390,Jamalpur to Raiganj via State Highway 70,Jamalpur,Raiganj,338.81,368,State Highway
SEG-000391,Tinsukia to Guwahati via Rural Road 64,Tinsukia,Guwahati,481.01,600,Expressway
SEG-000392,Navi Mumbai to Shahjahanpur via Highway 60,Navi Mumbai,Shahjahanpur,374.49,284,Highway
SEG-000393,Bhind to Kolhapur via Expressway 6,Bhind,Kolhapur,83.93,159,Expressway
SEG-000394,Guntakal to Chandigarh via Highway 97,Guntakal,Chandigarh,448.11,504,Rural Road
SEG-000395,Bhiwani to Kozhikode via Urban Arterial 52,Bhiwani,Kozhikode,432.34,477,Expressway
SEG-000396,Lucknow to Karnal via Rural Road 39,Lucknow,Karnal,93.33,121,Urban Arterial
SEG-000397,Gurgaon to Erode via State Highway 11,Gurgaon,Erode,54.68,54,Rural Road
SEG-000398,Nagpur to Pimpri-Chinchwad via Highway 91,Nagpur,Pimpri-Chinchwad,69.59,99,Rural Road
SEG-000399,Baranagar to Nadiad via Expressway 82,Baranagar,Nadiad,363.31,252,Expressway
SEG-000400,Ballia to Guna via Expressway 29,Ballia,Guna,122.97,92,Urban Arterial
SEG-000401,Nagercoil to Pondicherry via Rural Road 15,Nagercoil,Pondicherry,446.51,450,State Highway
SEG-000402,Tirupati to Orai via Rural Road 95,Tirupati,Orai,161.03,122,Expressway
SEG-000403,Bihar Sharif to Kota via Rural Road 27,Bihar Sharif,Kota,219.61,330,Highway
SEG-000404,Kirari Suleman Nagar to Hindupur via Rural Road 6,Kirari Suleman Nagar,Hindupur,178.97,138,Highway
SEG-000405,Chittoor to Siliguri via Urban Arterial 8,Chittoor,Siliguri,36.04,26,Rural Road
SEG-000406,Gandhinagar to South Dumdum via Rural Road 18,Gandhinagar,South Dumdum,338.93,226,Expressway
SEG-000407,Ambarnath to Bathinda via Urban Arterial 11,Ambarnath,Bathinda,111.25,86,Rural Road
SEG-000408,Navi Mumbai to Malda via Urban Arterial 19,Navi Mumbai,Malda,121.15,102,Expressway
SEG-000409,Ambattur to Jabalpur via Rural Road 60,Ambattur,Jabalpur,263.72,233,Expressway
SEG-000410,Bhalswa Jahangir Pur to Muzaffarpur via Expressway 32,Bhalswa Jahangir Pur,Muzaffarpur,390.28,473,Rural Road
SEG-000411,Jamnagar to Jalna via Expressway 36,Jamnagar,Jalna,272.42,190,Expressway
SEG-000412,Hyderabad to Thrissur via State Highway 24,Hyderabad,Thrissur,362.14,250,Expressway
SEG-000413,Tadepalligudem to Darbhanga via Expressway 94,Tadepalligudem,Darbhanga,85.15,66,Urban Arterial
SEG-000414,Bijapur to Ahmednagar via State Highway 32,Bijapur,Ahmednagar,449.44,600,State Highway
SEG-000415,Dewas to Nangloi Jat via Highway 35,Dewas,Nangloi Jat,123.22,127,Urban Arterial
SEG-000416,Bhiwani to Berhampur via Urban Arterial 66,Bhiwani,Berhampur,354.51,247,Rural Road
SEG-000417,Hospet to Agra via Rural Road 27,Hospet,Agra,187.64,302,State Highway
SEG-000418,Haridwar to Avadi via Urban Arterial 36,Haridwar,Avadi,332.44,446,Urban Arterial
SEG-000419,Motihari to Madanapalle via Rural Road 39,Motihari,Madanapalle,283.84,338,Expressway
SEG-000420,Panipat to Jalna via Expressway 25,Panipat,Jalna,343.16,590,Rural Road
SEG-000421,Alwar to Saharanpur via State Highway 87,Alwar,Saharanpur,26.07,22,Expressway
SEG-000422,Karnal to Karawal Nagar via Expressway 84,Karnal,Karawal Nagar,189.62,144,Highway
SEG-000423,Dibrugarh to Kavali via Expressway 59,Dibrugarh,Kavali,436.11,323,Urban Arterial
SEG-000424,Raurkela Industrial Township to Rampur via State Highway 41,Raurkela Industrial Township,Rampur,217.35,202,Expressway
SEG-000425,Moradabad to Singrauli via Urban Arterial 52,Moradabad,Singrauli,130.95,180,Rural Road
SEG-000426,Mango to Visakhapatnam via Highway 79,Mango,Visakhapatnam,50.61,44,Urban Arterial
SEG-000427,Fatehpur to Sultan Pur Majra via Expressway 35,Fatehpur,Sultan Pur Majra,415.91,331,Rural Road
SEG-000428,Narasaraopet to Kottayam via Highway 98,Narasaraopet,Kottayam,245.52,232,Expressway
SEG-000429,Siliguri to Khandwa via State Highway 75,Siliguri,Khandwa,333.47,456,Urban Arterial
SEG-000430,Baranagar to Akola via Expressway 16,Baranagar,Akola,64.3,78,State Highway
SEG-000431,Durg to Mehsana via Expressway 1,Durg,Mehsana,52.73,59,Highway
SEG-000432,Vijayawada to Jorhat via State Highway 5,Vijayawada,Jorhat,286.37,236,Urban Arterial
SEG-000433,Vijayawada to Tiruvottiyur via Highway 62,Vijayawada,Tiruvottiyur,278.34,190,State Highway
SEG-000434,Bangalore to Surendranagar Dudhrej via State Highway 90,Bangalore,Surendranagar Dudhrej,415.53,559,Expressway
SEG-000435,Salem to Tezpur via Expressway 75,Salem,Tezpur,357.1,461,Highway
SEG-000436,Kamarhati to Patna via Rural Road 37,Kamarhati,Patna,58.1,81,Expressway
SEG-000437,Kakinada to Belgaum via Highway 36,Kakinada,Belgaum,469.19,585,Highway
SEG-000438,Vasai-Virar to Ludhiana via Urban Arterial 17,Vasai-Virar,Ludhiana,46.81,42,State Highway
SEG-000439,Amravati to Vadodara via Expressway 23,Amravati,Vadodara,59.6,105,Highway
SEG-000440,Ballia to Cuttack via Highway 65,Ballia,Cuttack,417.68,301,Urban Arterial
SEG-000441,Orai to Junagadh via Rural Road 30,Orai,Junagadh,122.32,204,State Highway
SEG-000442,Miryalaguda to Pondicherry via Urban Arterial 18,Miryalaguda,Pondicherry,394.06,303,Expressway
SEG-000443,Muzaffarnagar to Miryalaguda via State Highway 97,Muzaffarnagar,Miryalaguda,232.33,354,Rural Road
SEG-000444,Raiganj to Gorakhpur via State Highway 60,Raiganj,Gorakhpur,91.79,71,Highway
SEG-000445,Avadi to Nagercoil via Rural Road 97,Avadi,Nagercoil,324.43,291,State Highway
SEG-000446,Secunderabad to Karimnagar via Highway 72,Secunderabad,Karimnagar,82.07,97,State Highway
SEG-000447,Chinsurah to Nashik via Urban Arterial 1,Chinsurah,Nashik,85.69,132,Rural Road
SEG-000448,Bhilai to Warangal via Expressway 36,Bhilai,Warangal,223.44,356,State Highway
SEG-000449,Avadi to Gandhidham via Rural Road 62,Avadi,Gandhidham,69.06,53,Urban Arterial
SEG-000450,Guwahati to Noida via Urban Arterial 58,Guwahati,Noida,366.73,276,Rural Road
SEG-000451,Sikar to Amroha via Highway 52,Sikar,Amroha,102.21,110,Urban Arterial
SEG-000452,Maheshtala to Jaunpur via Highway 66,Maheshtala,Jaunpur,239.05,197,Rural Road
SEG-000453,Jehanabad to Tirupati via Rural Road 44,Jehanabad,Tirupati,82.68,79,Highway
SEG-000454,Unnao to Rajpur Sonarpur via Rural Road 5,Unnao,Rajpur Sonarpur,478.62,373,Rural Road
SEG-000455,Moradabad to Raiganj via Expressway 62,Moradabad,Raiganj,32.47,22,Expressway
SEG-000456,Tirunelveli to Uluberia via Highway 27,Tirunelveli,Uluberia,351.33,587,Rural Road
SEG-000457,Nagaon to Jamshedpur via Rural Road 27,Nagaon,Jamshedpur,355.15,271,Highway
SEG-000458,Panchkula to Noida via Urban Arterial 58,Panchkula,Noida,236.73,379,State Highway
SEG-000459,Bhubaneswar to Ozhukarai via Highway 48,Bhubaneswar,Ozhukarai,104.62,70,Expressway
SEG-000460,Srikakulam to Jamalpur via State Highway 99,Srikakulam,Jamalpur,201.91,241,Expressway
SEG-000461,Bhagalpur to Danapur via Rural Road 16,Bhagalpur,Danapur,29.5,54,Expressway
SEG-000462,Panihati to Bharatpur via Urban Arterial 56,Panihati,Bharatpur,58.53,89,Urban Arterial
SEG-000463,Hosur to Karimnagar via Urban Arterial 61,Hosur,Karimnagar,492.66,600,Highway
SEG-000464,Vijayanagaram to Purnia via Rural Road 67,Vijayanagaram,Purnia,39.62,26,Expressway
SEG-000465,Meerut to Medininagar via Expressway 1,Meerut,Medininagar,158.11,130,Expressway
SEG-000466,Jamshedpur to Shimoga via Highway 21,Jamshedpur,Shimoga,366.9,431,Expressway
SEG-000467,Uluberia to Serampore via Urban Arterial 80,Uluberia,Serampore,229.43,290,State Highway
SEG-000468,Delhi to Pali via Highway 79,Delhi,Pali,396.45,544,Urban Arterial
SEG-000469,Bathinda to Sultan Pur Majra via Expressway 49,Bathinda,Sultan Pur Majra,487.06,600,Urban Arterial
SEG-000470,Rohtak to Mysore via Highway 31,Rohtak,Mysore,78.18,76,Highway
SEG-000471,Tezpur to Dhanbad via Highway 13,Tezpur,Dhanbad,55.69,78,Urban Arterial
SEG-000472,Bijapur to Proddatur via Highway 43,Bijapur,Proddatur,341.73,334,Urban Arterial
SEG-000473,Udaipur to Guna via Urban Arterial 42,Udaipur,Guna,80.39,89,Highway
SEG-000474,Tadipatri to Durg via Highway 29,Tadipatri,Durg,98.96,167,Highway
SEG-000475,Noida to Karaikudi via State Highway 49,Noida,Karaikudi,176.28,127,Expressway
SEG-000476,Khora  to Ballia via State Highway 55,Khora ,Ballia,381.64,254,Urban Arterial
SEG-000477,Purnia to Gudivada via Highway 99,Purnia,Gudivada,329.33,238,Rural Road
SEG-000478,Fatehpur to Guntakal via Rural Road 59,Fatehpur,Guntakal,400.45,600,Expressway
SEG-000479,Pudukkottai to Kadapa via Rural Road 42,Pudukkottai,Kadapa,187.37,130,Expressway
SEG-000480,Silchar to Latur via Expressway 26,Silchar,Latur,118.38,128,Highway
SEG-000481,Bijapur to Mirzapur via Highway 92,Bijapur,Mirzapur,304.36,401,Highway
SEG-000482,Nanded to Bhalswa Jahangir Pur via Expressway 83,Nanded,Bhalswa Jahangir Pur,282.89,384,Highway
SEG-000483,Sultan Pur Majra to Kurnool via Expressway 61,Sultan Pur Majra,Kurnool,98.82,101,Rural Road
SEG-000484,Thane to Nagaon via Rural Road 49,Thane,Nagaon,287.91,326,Expressway
SEG-000485,Vellore to Anantapuram via State Highway 76,Vellore,Anantapuram,265.18,270,Rural Road
SEG-000486,Uluberia to Kolhapur via Expressway 50,Uluberia,Kolhapur,370.53,333,State Highway
SEG-000487,Dehradun to Bardhaman via Highway 61,Dehradun,Bardhaman,11.01,16,Expressway
SEG-000488,Sirsa to Bhind via Rural Road 89,Sirsa,Bhind,11.04,15,Highway
SEG-000489,Saharsa to Bulandshahr via Urban Arterial 46,Saharsa,Bulandshahr,282.98,438,Expressway
SEG-000490,Jaipur to Karawal Nagar via Rural Road 5,Jaipur,Karawal Nagar,154.27,138,State Highway
SEG-000491,Dhule to Kurnool via Highway 97,Dhule,Kurnool,80.72,83,Urban Arterial
SEG-000492,Ahmednagar to Jhansi via Urban Arterial 10,Ahmednagar,Jhansi,105.27,151,Urban Arterial
SEG-000493,Ahmedabad to Haldia via Highway 35,Ahmedabad,Haldia,262.01,332,Highway
